Repair_ID,Device_ID,Device_Type,Brand,Model,Serial_Number,Customer_Name,Engineer,Repair_Date,Failure_Category,Failure_Type,Root_Cause,Repair_Action,Parts_Used,Repair_Time_Hours,Repair_Cost,QC_Status,QC_Inspector,Rework,Final_Status,Warehouse,Supplier,Warranty,Customer_Satisfaction
RP000204,DV97574,Workstation,Acer,ThinkPad,SN-nkzg-02341,Timothy Kennedy,Randy Warren,2025-07-26,Display,Motherboard,Billion peace base.,Component Repair,Power Supply,8.27,363.97,Fail,Jean Perez,Yes,Pending,Austin,Samsung,No,1
RP000205,DV75811,Desktop,Dell,MacBook Pro,SN-kbcQ-47228,Thomas Lin,Seth Donovan,2024-12-06,Software,SSD,Know wide recently computer our piece.,Software Installation,Motherboard,1.7,367.53,Fail,Kristy Mills,Yes,Cancelled,Houston,Seagate,No,3
RP000206,DV18783,Workstation,Acer,MacBook Pro,SN-oZfC-84578,Jason Moore,Joseph Chang,2026-04-15,Display,Keyboard,Gas light across.,Component Repair,Keyboard,5.44,737.87,Pass,Theresa Woods,No,Completed,Phoenix,Intel,Yes,5
RP000207,DV87061,Laptop,Dell,Aspire,SN-YaJx-06493,Stephen Kim,Miguel Brewer,2024-11-24,Hardware,Screen,Determine bad personal might son.,Component Repair,Cooling Fan,8.84,248.1,Fail,Melissa Nelson,No,Completed,Houston,Kingston,No,2
RP000208,DV91034,Workstation,Dell,MacBook Pro,SN-lish-84631,Lisa Nelson,Chelsea Smith,2024-10-28,Network,Battery,Wide against win.,Replace Component,WiFi Card,9.25,722.77,Pass,Calvin Gonzales,No,Pending,Austin,Kingston,No,1
RP000209,DV39878,Server,Asus,MacBook Pro,SN-FnvA-03120,Robert Bolton,Rick Rivera,2026-02-26,Network,Screen,Argue simply author.,Firmware Update,Power Supply,6.25,116.97,Fail,Corey Skinner,Yes,Pending,Phoenix,Seagate,No,1
RP000210,DV77537,Laptop,Lenovo,ZenBook,SN-XCpV-60136,Christina Moss MD,Christine Price,2026-02-01,Display,Operating System,View city rock seat.,Software Installation,RAM Module,2.15,706.39,Pass,Barbara Olson,Yes,Completed,Dallas,Western Digital,Yes,3
RP000211,DV36097,Server,Apple,Aspire,SN-hpOB-43503,Christopher Hill,Richard Smith,2025-10-06,Power,RAM,Ok real read.,Firmware Update,RAM Module,2.8,416.59,Fail,Randy Wright,Yes,Pending,Austin,Kingston,Yes,3
RP000212,DV21847,Laptop,Apple,Latitude,SN-dwPj-71950,Rebecca Martinez,William Kramer,2025-09-25,Software,Cooling Fan,South just cover ready group.,Component Repair,Motherboard,8.64,535.53,Pass,Steven Washington,No,Cancelled,Phoenix,Seagate,Yes,1
RP000213,DV72140,Desktop,Acer,Latitude,SN-mKlI-78487,Nicholas Hill,Suzanne Spencer,2026-02-28,Software,Screen,Most last standard.,Cleaning,Keyboard,7.27,582.03,Fail,Jordan Parsons,No,Pending,Austin,Western Digital,No,2
RP000214,DV71171,Workstation,Acer,Latitude,SN-xXNp-86209,Arthur Coffey,Cheryl Vega,2025-09-07,Hardware,Power Supply,Child executive important focus benefit probably.,Firmware Update,Cooling Fan,5.83,495.33,Fail,Todd White,No,Cancelled,Dallas,Western Digital,Yes,3
RP000215,DV46239,Server,Lenovo,EliteBook,SN-gcKP-03173,Mary Fox,Dawn Diaz,2024-09-26,Network,Battery,Responsibility actually TV pretty up story.,Software Installation,Motherboard,9.05,654.07,Fail,Mark Ward,No,Cancelled,Houston,Dell Parts,Yes,4
RP000216,DV48745,Workstation,Apple,MacBook Pro,SN-HcUe-65094,Angela Lewis,Ashley Hall,2025-10-21,Hardware,Cooling Fan,Country moment eat personal condition.,Firmware Update,Motherboard,3.76,585.03,Fail,Jennifer Garcia,No,Cancelled,Austin,Intel,Yes,3
RP000217,DV22793,Desktop,Asus,EliteBook,SN-kYlJ-95761,George Moore,Mrs. Heather Edwards DVM,2025-03-18,Display,SSD,Suddenly include plan step food.,Firmware Update,Cooling Fan,6.72,216.69,Pass,Joshua Brooks,No,Pending,Austin,Kingston,No,5
RP000218,DV48541,Laptop,Apple,Latitude,SN-zaUc-84577,Ms. Kelly Holder,Eric Walker,2025-03-26,Display,Cooling Fan,Against state ready every network.,Cleaning,SSD Drive,4.99,195.91,Pass,Tammy Moore,No,Cancelled,Austin,Western Digital,Yes,2
RP000219,DV28004,Server,Apple,Aspire,SN-qxLp-07522,Robert Davis,Thomas Navarro,2025-12-20,Power,SSD,Society common stay ready office.,BIOS Update,Battery,7.9,415.69,Pass,Linda Evans,No,Cancelled,Dallas,Samsung,No,3
RP000220,DV37444,Desktop,Apple,Latitude,SN-wBAh-96105,Cristina Delgado,Alexandra Waters,2026-01-22,Software,Cooling Fan,Approach modern floor north force.,OS Reinstallation,Power Supply,4.33,774.0,Fail,Brittany Nunez,Yes,Completed,Houston,Dell Parts,No,1
RP000221,DV52233,Desktop,Dell,ZenBook,SN-foBs-67998,Brittany Rogers,Patrick Kelley,2025-01-16,Hardware,Battery,Be maybe similar candidate.,Software Installation,Cooling Fan,3.46,127.03,Fail,Justin Freeman,Yes,Completed,Dallas,Kingston,No,4
RP000222,DV78195,Server,Apple,ZenBook,SN-pper-93898,Erica Glass,Michael Henderson,2024-11-10,Software,Keyboard,Couple general pretty show college.,OS Reinstallation,Cooling Fan,7.63,173.66,Fail,Roberto Lang,Yes,Completed,Houston,Dell Parts,Yes,2
RP000223,DV12872,Desktop,Dell,EliteBook,SN-mRxj-92703,Sarah Rodriguez,Travis Mcintosh,2024-11-17,Hardware,Operating System,Add really born late.,Firmware Update,Keyboard,7.83,517.35,Pass,Daniel Medina,Yes,Cancelled,Dallas,Samsung,Yes,4
RP000224,DV68237,Laptop,Acer,EliteBook,SN-ENUj-38848,Mary Bennett,Kelsey Scott,2025-06-19,Power,SSD,Exist smile peace.,Software Installation,RAM Module,3.36,546.25,Fail,Matthew Smith,Yes,Pending,Dallas,Seagate,Yes,3
RP000225,DV24943,Workstation,Hp,Aspire,SN-sPyo-64510,Katie Mckinney,Kari Harper,2026-03-27,Software,Screen,Cost may leader.,Component Repair,Motherboard,3.9,357.32,Pass,Alison Wright,Yes,Cancelled,Phoenix,Intel,No,3
RP000226,DV40737,Laptop,Asus,Latitude,SN-Vkbw-84576,Heather Turner,Veronica Hill MD,2026-07-11,Hardware,Cooling Fan,These three spring ahead.,Firmware Update,WiFi Card,1.92,117.56,Pass,Diana Hernandez,Yes,Pending,Houston,Western Digital,No,3
RP000227,DV70853,Laptop,Hp,Latitude,SN-RNOR-62168,David Hernandez,Susan Murphy,2026-05-23,Network,Keyboard,Capital present ok range dark catch.,Component Repair,Cooling Fan,4.55,136.93,Pass,Stephanie Browning,Yes,Completed,Houston,Kingston,No,4
RP000228,DV91501,Laptop,Lenovo,EliteBook,SN-eJIU-62925,Evan Hobbs,Pamela Beard,2025-10-12,Software,RAM,Which field seat start PM.,OS Reinstallation,Power Supply,9.64,253.87,Fail,Brittany Lopez,No,Pending,Houston,Samsung,Yes,1
RP000229,DV30892,Workstation,Acer,MacBook Pro,SN-rMKN-22099,David Mcdaniel,Michael Woods,2026-03-29,Display,WiFi Card,Suffer light power contain hold listen.,Software Installation,Power Supply,7.9,508.52,Pass,Darrell Ortiz,No,Pending,Dallas,Western Digital,No,1
RP000230,DV18301,Server,Dell,ZenBook,SN-Wnel-04633,Victoria Camacho,Frederick Ellis II,2025-10-19,Display,Cooling Fan,Simply part station result hour.,Firmware Update,Motherboard,9.79,552.38,Fail,Laura Herrera,Yes,Pending,Houston,Western Digital,No,4
RP000231,DV29484,Laptop,Dell,ZenBook,SN-cpHI-08177,Nicholas Grant,Lydia Williams,2024-12-19,Software,Power Supply,Keep this similar experience.,Component Repair,WiFi Card,8.59,702.06,Pass,Edward Ellison,No,Pending,Houston,Kingston,No,1
RP000232,DV76444,Workstation,Apple,ThinkPad,SN-UGhl-82771,Teresa Horton,Jason Hayes,2025-11-27,Hardware,WiFi Card,Law to time think.,OS Reinstallation,WiFi Card,1.34,423.84,Fail,Fred Wong,Yes,Pending,Dallas,Samsung,No,4
RP000233,DV14696,Laptop,Dell,Aspire,SN-OxfH-21117,Monica Hester,Caitlin Pierce,2024-12-20,Display,Screen,Should treatment not.,Cleaning,Motherboard,6.72,392.16,Fail,Brittany Melton,No,Completed,Houston,Western Digital,No,5
RP000234,DV91232,Workstation,Asus,ZenBook,SN-UXCs-20644,Autumn Anderson,Marcus King,2024-11-06,Network,WiFi Card,Marriage material space part management.,Replace Component,SSD Drive,7.71,216.31,Fail,Matthew Chavez,No,Cancelled,Austin,Seagate,No,1
RP000235,DV16000,Workstation,Hp,ZenBook,SN-pJrN-71990,Samantha Clark,Anthony Bailey,2026-01-26,Power,RAM,Take project study.,BIOS Update,Motherboard,2.28,747.66,Fail,Thomas Williams,Yes,Pending,Houston,Dell Parts,No,1
RP000236,DV64325,Laptop,Apple,MacBook Pro,SN-QSSM-62249,Kristina Burch,Heather Johnson,2026-05-27,Display,Power Supply,Follow today star serve.,Software Installation,WiFi Card,0.54,602.16,Fail,Ana Ruiz,No,Cancelled,Houston,Dell Parts,Yes,2
RP000237,DV23573,Server,Acer,MacBook Pro,SN-HnSn-14586,Ashley Blair,Victoria Webb,2025-06-12,Power,Cooling Fan,Value worry expert participant first moment.,Firmware Update,Motherboard,3.1,772.7,Fail,Heather Anderson DDS,No,Completed,Houston,Western Digital,No,5
RP000238,DV51144,Desktop,Hp,ThinkPad,SN-oTsm-87729,Alexander Garrett,Ryan Marsh,2024-07-15,Display,Screen,Increase free night point action.,Firmware Update,Cooling Fan,9.25,149.5,Pass,Douglas Tyler,No,Cancelled,Dallas,Kingston,No,5
RP000239,DV84794,Workstation,Asus,ZenBook,SN-XahR-44885,James Carroll,Sandra Lee,2024-08-29,Display,Screen,Two look listen along career.,Component Repair,Power Supply,8.18,442.05,Pass,Joe Grimes,No,Completed,Dallas,Dell Parts,Yes,2
RP000240,DV44993,Server,Asus,EliteBook,SN-tKUR-57608,Joshua Clark,Rebecca Barron,2026-01-30,Software,Motherboard,At chance subject fund heart.,Firmware Update,Keyboard,2.44,455.88,Fail,Carol Obrien,No,Completed,Houston,Dell Parts,No,2
RP000241,DV76967,Server,Asus,ZenBook,SN-TcrA-29145,Shawn Watson,Elizabeth Warren,2024-07-31,Hardware,Operating System,Born size sing tree.,OS Reinstallation,Power Supply,9.59,781.87,Fail,Alexander Webb,Yes,Completed,Austin,Intel,No,2
RP000242,DV93071,Server,Acer,Aspire,SN-UHtX-82357,Randy Garcia,Ms. Wendy Harris,2024-07-22,Display,Battery,Least require mission.,Component Repair,Motherboard,3.29,183.07,Pass,Timothy Mcdaniel,Yes,Completed,Dallas,Western Digital,Yes,4
RP000243,DV46583,Server,Hp,ThinkPad,SN-gHXQ-91570,Alison Blake,Christine Gonzalez,2024-12-21,Display,Screen,Everybody five kid brother.,Replace Component,Cooling Fan,4.93,753.12,Pass,Donald Smith,Yes,Pending,Dallas,Dell Parts,No,4
RP000244,DV85061,Server,Dell,ZenBook,SN-IwJu-98813,Tony Brock,Carolyn Collins,2024-12-27,Network,Power Supply,Music anything ahead tough anyone.,Software Installation,Battery,5.45,639.69,Pass,Brandon Myers,No,Cancelled,Phoenix,Samsung,No,2
RP000245,DV37964,Server,Lenovo,EliteBook,SN-tvmT-99795,Rhonda Miller,Pamela Bradley,2024-09-02,Network,Battery,Spend turn life.,Component Repair,WiFi Card,9.97,667.77,Pass,Michael Mckinney,Yes,Cancelled,Austin,Western Digital,Yes,5
RP000246,DV91412,Laptop,Asus,EliteBook,SN-Nqxz-77332,Thomas Rivera,Erika Freeman,2025-11-06,Power,RAM,Little goal leave.,OS Reinstallation,Keyboard,5.63,262.12,Fail,Randy Munoz,No,Pending,Dallas,Kingston,Yes,3
RP000247,DV77357,Laptop,Hp,Aspire,SN-uJPe-28161,Kim Morales,Marc Kelley,2026-04-20,Display,Motherboard,Himself future sport opportunity six itself.,Firmware Update,SSD Drive,2.5,522.14,Pass,Kimberly Young,No,Completed,Houston,Seagate,No,1
RP000248,DV99921,Laptop,Apple,ZenBook,SN-MDuJ-19719,Jeremy Parker,Kyle Jennings,2026-02-06,Network,Motherboard,Side her management produce bed stage.,Replace Component,SSD Drive,1.02,645.66,Pass,Stephanie Fields,Yes,Pending,Phoenix,Western Digital,No,4
RP000249,DV66757,Laptop,Apple,ZenBook,SN-syNK-02278,Daniel Rich,Robert Frazier,2025-08-24,Hardware,Power Supply,Response trip wrong old particularly.,Replace Component,SSD Drive,7.68,489.21,Pass,Sarah Phelps,No,Cancelled,Dallas,Kingston,No,5
RP000250,DV21338,Workstation,Apple,MacBook Pro,SN-TJwh-05800,Sharon Young,Jennifer Flores,2025-09-28,Hardware,WiFi Card,Image itself deep community cause.,Software Installation,Motherboard,1.8,343.24,Fail,Sarah Ward,Yes,Pending,Austin,Samsung,Yes,1
RP000251,DV15475,Workstation,Acer,Aspire,SN-aePb-62422,Stephen Barrett,Brandy Taylor,2026-07-08,Hardware,Screen,Team throw receive us perhaps.,Software Installation,Cooling Fan,2.51,729.22,Pass,Jeff Wilkins,Yes,Completed,Houston,Seagate,No,2
RP000252,DV25023,Laptop,Acer,MacBook Pro,SN-MaKF-65326,Cynthia Shaw,Joshua Richardson,2026-01-09,Display,RAM,Nothing relate both.,BIOS Update,SSD Drive,2.88,198.06,Fail,Mr. Charles Simon,No,Pending,Houston,Dell Parts,Yes,1
RP000253,DV47373,Laptop,Hp,EliteBook,SN-NfpE-47818,Mary Barnett,Kimberly Riley,2024-10-17,Power,WiFi Card,Apply gas sing light mention light.,BIOS Update,Keyboard,7.09,164.3,Fail,Jennifer Yu,No,Pending,Houston,Samsung,No,2
RP000254,DV39035,Workstation,Lenovo,EliteBook,SN-VtUY-44209,Amy Kennedy,Anthony Mooney,2024-07-14,Software,Keyboard,Agree machine camera baby six edge.,OS Reinstallation,WiFi Card,4.73,631.08,Fail,Denise Scott,Yes,Completed,Dallas,Kingston,Yes,5
RP000255,DV35746,Laptop,Asus,Latitude,SN-QCxZ-19292,Richard Young,Joseph Johnson,2025-10-17,Hardware,Power Supply,Whose other start.,Firmware Update,RAM Module,8.22,484.18,Pass,Nicole Gutierrez,Yes,Cancelled,Austin,Seagate,No,2
RP000256,DV57948,Desktop,Acer,ZenBook,SN-KUwd-63723,Nicole Wilson,James Turner,2025-06-07,Network,SSD,Do raise hope enjoy most itself.,OS Reinstallation,SSD Drive,4.27,426.63,Pass,Robert Reyes,Yes,Cancelled,Houston,Western Digital,Yes,2
RP000257,DV84233,Desktop,Asus,ZenBook,SN-OwBN-58018,Shannon Rogers,Brett Pena,2024-12-11,Power,Keyboard,Leave push drop public side.,Replace Component,Motherboard,7.73,223.81,Fail,Megan Kaiser,No,Completed,Dallas,Dell Parts,Yes,5
RP000258,DV57349,Workstation,Apple,Latitude,SN-aAgH-58001,Jeremy Robinson,Corey Johnson,2025-06-11,Hardware,Keyboard,Arm order thus.,Replace Component,Keyboard,8.43,247.49,Pass,Kyle Martinez,No,Cancelled,Phoenix,Kingston,Yes,5
RP000259,DV42975,Desktop,Acer,MacBook Pro,SN-QWPK-11926,Cathy Rodriguez,Edward Guerrero,2025-06-23,Network,Keyboard,Police two everybody.,OS Reinstallation,WiFi Card,8.93,54.95,Pass,Steven Carrillo,No,Completed,Houston,Samsung,No,2
RP000260,DV29692,Desktop,Lenovo,Aspire,SN-Xdyy-54214,Anthony Sosa,Jeremiah Vasquez,2026-01-03,Hardware,Battery,Particular condition man century.,OS Reinstallation,Cooling Fan,7.34,411.14,Fail,Colleen Schneider,No,Completed,Houston,Dell Parts,No,1
RP000261,DV41938,Desktop,Acer,Aspire,SN-eKUq-74101,Alicia Jimenez,April Johnson,2026-05-30,Software,SSD,Entire record toward off middle.,Firmware Update,RAM Module,8.96,160.15,Pass,Katherine Graham,No,Completed,Phoenix,Seagate,Yes,3
RP000262,DV21239,Workstation,Acer,MacBook Pro,SN-SXEh-18306,Taylor Howard,Jennifer Chen,2025-12-04,Power,SSD,Half table future.,Software Installation,Power Supply,6.21,645.96,Pass,Paige Roberts,No,Completed,Austin,Western Digital,Yes,2
RP000263,DV59572,Desktop,Dell,Latitude,SN-QmtS-32806,Brian Barker,Dr. Jeffrey Lopez,2025-06-14,Software,Power Supply,Cover rest or.,Component Repair,Power Supply,8.35,504.13,Pass,Arthur Fernandez MD,No,Cancelled,Dallas,Seagate,Yes,1
RP000264,DV73208,Desktop,Acer,Aspire,SN-dvYU-87005,Bruce Roman,Judy Gregory,2024-09-06,Hardware,Operating System,Chance often under already center president.,Cleaning,Power Supply,4.02,82.58,Fail,Thomas Williams,Yes,Pending,Phoenix,Kingston,Yes,4
RP000265,DV27548,Workstation,Hp,Latitude,SN-YgDN-20204,Kevin Meyers,Jonathan Lloyd,2025-10-26,Network,Cooling Fan,As dark front structure.,Cleaning,Power Supply,2.95,54.1,Pass,Jennifer Martinez,Yes,Cancelled,Dallas,Western Digital,Yes,3
RP000266,DV63588,Laptop,Hp,MacBook Pro,SN-WcLl-98253,Bryan Thomas,Michael Tran,2025-07-08,Display,Screen,During old card social place.,BIOS Update,Power Supply,5.86,508.91,Fail,Christopher Hobbs,Yes,Pending,Phoenix,Intel,No,5
RP000267,DV82733,Server,Lenovo,Aspire,SN-TPLs-10021,Robert Barton,Christine Bowman,2025-03-05,Network,Operating System,Late dream company reality other response.,Firmware Update,Battery,8.62,544.46,Pass,Anita Serrano,No,Cancelled,Houston,Samsung,Yes,5
RP000268,DV62502,Laptop,Hp,MacBook Pro,SN-pmhH-45608,Lisa Huffman,Ms. Julie Sims,2025-08-01,Hardware,RAM,Everybody create someone rate.,Component Repair,Battery,4.98,500.18,Pass,Kara Thompson,Yes,Pending,Houston,Kingston,Yes,5
RP000269,DV14948,Workstation,Acer,ZenBook,SN-BqvN-00543,Olivia Williams,Tammy Thompson,2025-06-15,Display,Screen,Machine break time.,Firmware Update,RAM Module,9.48,665.17,Fail,Leslie Nguyen,No,Completed,Houston,Dell Parts,No,2
RP000270,DV14405,Desktop,Acer,ThinkPad,SN-ogpV-35315,Curtis Vance,Kevin Brown,2024-11-07,Hardware,Keyboard,Certain until lawyer hold carry.,Software Installation,RAM Module,9.77,115.13,Fail,Lynn Cantrell,No,Pending,Phoenix,Western Digital,Yes,5
RP000271,DV12014,Laptop,Dell,Aspire,SN-drih-35209,Judy Jackson,Stephen Munoz,2024-07-23,Network,Power Supply,Town official need discover in miss.,Cleaning,Cooling Fan,3.8,661.64,Pass,Cindy Wells,Yes,Pending,Phoenix,Seagate,Yes,3
RP000272,DV32942,Laptop,Acer,Latitude,SN-puBL-74063,Timothy Shah,Stephanie Butler,2025-05-23,Display,Screen,Always likely shoulder.,BIOS Update,SSD Drive,8.13,767.53,Fail,Joseph Mendoza,No,Pending,Phoenix,Intel,No,4
RP000273,DV99337,Laptop,Apple,Latitude,SN-JWaS-17731,Tiffany Anderson,Matthew Davis,2025-03-29,Network,RAM,Protect class learn now on with.,OS Reinstallation,Motherboard,6.93,222.45,Fail,Charles Warner,No,Pending,Dallas,Dell Parts,No,2
RP000274,DV47655,Workstation,Asus,ZenBook,SN-ySvH-25701,Jeffery Nelson,Kimberly Norton,2026-04-09,Network,RAM,Per friend usually.,Cleaning,Battery,5.03,315.15,Fail,Susan Cox,Yes,Cancelled,Houston,Western Digital,Yes,2
RP000275,DV41726,Desktop,Hp,ThinkPad,SN-Ncxx-01657,Justin Jones,Christine Zavala,2025-10-15,Software,Cooling Fan,Much power say sell.,BIOS Update,Battery,7.9,139.91,Pass,Michele Mullins,No,Cancelled,Dallas,Seagate,Yes,4
RP000276,DV58653,Server,Apple,Aspire,SN-RBrd-35548,Gregory Tucker,Barbara Mckinney,2024-10-16,Network,WiFi Card,Tonight later happy pull really within.,Software Installation,Keyboard,4.28,612.63,Pass,Chelsea Henson,Yes,Cancelled,Phoenix,Western Digital,Yes,5
RP000277,DV55519,Desktop,Apple,Latitude,SN-egkr-11624,Charles Hernandez,Tristan Johnson,2025-06-05,Display,WiFi Card,Wide must car get kitchen.,BIOS Update,RAM Module,0.61,208.06,Pass,Dorothy Brown,No,Pending,Austin,Intel,No,2
RP000278,DV45311,Server,Lenovo,ThinkPad,SN-vPPY-38569,Kevin Terry,Jill Torres,2025-03-18,Power,Operating System,Together fill smile.,Software Installation,Power Supply,7.16,329.23,Fail,Jacob Roberts,No,Pending,Houston,Seagate,Yes,5
RP000279,DV99916,Laptop,Asus,EliteBook,SN-kNkT-02547,Catherine Thompson,Summer Bauer,2025-11-21,Software,Power Supply,Draw American first call.,OS Reinstallation,Power Supply,2.36,650.03,Pass,Cody Hart,No,Completed,Houston,Western Digital,No,2
RP000280,DV92660,Server,Apple,EliteBook,SN-CIkI-05525,Thomas Sullivan,Mr. Jimmy Flores Jr.,2025-01-30,Network,Power Supply,Wish former relate listen face want.,Component Repair,RAM Module,4.28,567.91,Pass,Ms. Bridget Cunningham,Yes,Pending,Phoenix,Dell Parts,Yes,4
RP000281,DV53864,Server,Lenovo,Aspire,SN-iRJh-75170,James Randall,Brandon Brown,2025-10-20,Display,Screen,On develop very everyone.,BIOS Update,RAM Module,4.41,313.32,Pass,Joshua Griffin,Yes,Pending,Austin,Kingston,No,4
RP000282,DV20277,Server,Apple,ZenBook,SN-uMMG-18637,Susan Ward,Scott Wood,2025-06-18,Software,SSD,Activity general final knowledge night.,Firmware Update,Cooling Fan,4.51,509.23,Fail,Stephen Figueroa,Yes,Completed,Houston,Kingston,Yes,3
RP000283,DV51533,Server,Asus,EliteBook,SN-UAiL-67426,Briana Turner,Kelly Rogers DVM,2024-09-13,Display,Operating System,Series because important trial increase new.,BIOS Update,WiFi Card,7.92,754.08,Fail,Nicole Taylor,No,Completed,Houston,Samsung,Yes,2
RP000284,DV96772,Laptop,Hp,ThinkPad,SN-ctLt-26487,Patrick Walker DDS,Eric Davidson,2025-10-29,Power,RAM,Buy program explain conference trade population.,Replace Component,SSD Drive,9.4,404.89,Pass,Phillip Snyder,Yes,Pending,Dallas,Samsung,No,5
RP000285,DV30352,Workstation,Lenovo,ThinkPad,SN-KBqO-19597,Valerie Cardenas,Nicholas Smith,2026-04-18,Software,Screen,Clear around floor there.,OS Reinstallation,Battery,1.75,678.89,Pass,Christopher Nelson,Yes,Cancelled,Austin,Kingston,No,4
RP000286,DV80855,Workstation,Hp,ZenBook,SN-HOeG-65044,Mark Duran,Carol Morris,2025-10-08,Display,SSD,Step rate feeling rate read.,Cleaning,WiFi Card,6.49,526.89,Fail,Kevin Morrow,No,Pending,Phoenix,Seagate,Yes,1
RP000287,DV67915,Server,Apple,EliteBook,SN-XFAv-02845,Carla Robinson,Sandra Pope,2025-09-01,Software,Screen,Party story moment mother necessary series.,Replace Component,RAM Module,5.47,618.72,Pass,Joe Jones,No,Pending,Phoenix,Seagate,Yes,4
RP000288,DV72530,Laptop,Apple,EliteBook,SN-SxiC-20754,Linda Gallagher,Michael Johnson,2025-09-10,Display,Battery,Develop task central.,Component Repair,RAM Module,5.71,191.43,Fail,Calvin Anderson,No,Completed,Houston,Dell Parts,No,4
RP000289,DV38913,Laptop,Apple,ZenBook,SN-XEWB-16110,Brian Mcguire,Amy Wilson,2025-10-17,Software,Power Supply,Analysis feeling act benefit.,Component Repair,Keyboard,3.2,607.2,Fail,Lance Matthews,No,Completed,Dallas,Intel,Yes,3
RP000290,DV24464,Workstation,Acer,MacBook Pro,SN-jVrL-32501,Christopher Mason,Dana Hudson,2024-09-29,Network,Cooling Fan,Standard shake more.,OS Reinstallation,Motherboard,3.55,164.11,Pass,Tracey Jackson,Yes,Completed,Austin,Kingston,Yes,4
RP000291,DV11075,Laptop,Hp,Latitude,SN-TExS-80138,Jessica Rosario,Henry Gray,2025-11-17,Power,Battery,Method imagine seven fire.,BIOS Update,Power Supply,3.46,649.6,Fail,Joseph Simpson,No,Cancelled,Dallas,Kingston,Yes,2
RP000292,DV17345,Workstation,Dell,Aspire,SN-uFhy-54801,Kyle Collins,Jill Spencer,2025-10-14,Power,SSD,World into task thus.,Software Installation,Keyboard,8.26,671.19,Pass,Teresa Richardson,Yes,Pending,Phoenix,Intel,Yes,2
RP000293,DV70402,Desktop,Apple,MacBook Pro,SN-HQRf-07167,James Neal,Natalie Stafford,2026-04-08,Network,Keyboard,Ask window full organization.,Software Installation,RAM Module,7.57,462.18,Pass,Barbara Massey DDS,No,Pending,Austin,Intel,No,1
RP000294,DV97385,Laptop,Hp,ZenBook,SN-wEQM-49946,Victoria Dixon,Jesse Martinez,2025-12-02,Power,Keyboard,Market pick care between apply attention.,Replace Component,Battery,8.05,488.52,Fail,Valerie Reyes,Yes,Completed,Dallas,Seagate,No,5
RP000295,DV30315,Laptop,Hp,ThinkPad,SN-gWeQ-52499,Patricia Sparks,Matthew Henry,2025-06-28,Power,RAM,My special music adult.,Firmware Update,Cooling Fan,9.34,797.73,Pass,Wanda Beard,Yes,Pending,Houston,Dell Parts,Yes,2
RP000296,DV73942,Server,Acer,ZenBook,SN-CDcc-16756,Matthew Chan,Carly Jordan,2025-11-17,Network,WiFi Card,Resource maintain body push.,Firmware Update,Motherboard,0.7,333.33,Pass,Melissa Armstrong,No,Completed,Phoenix,Dell Parts,No,5
RP000297,DV48628,Workstation,Hp,Aspire,SN-zqFL-78280,Lisa Gomez,Erica Johnson,2025-01-04,Software,Power Supply,Campaign hand special.,BIOS Update,Cooling Fan,7.46,256.49,Pass,Pamela Garrett,Yes,Cancelled,Houston,Western Digital,No,3
RP000298,DV80989,Workstation,Dell,ZenBook,SN-AwdQ-61655,David Collins,Michael Melton,2025-07-03,Display,Operating System,Front after for.,Firmware Update,Battery,8.89,514.8,Fail,Scott Bradley,Yes,Pending,Dallas,Dell Parts,No,2
RP000299,DV78690,Workstation,Acer,ThinkPad,SN-buyK-64079,Kenneth Stokes,Michael Rogers,2024-08-13,Display,Screen,Specific property coach federal wide cut.,BIOS Update,Power Supply,6.59,132.85,Pass,Valerie Jones,Yes,Completed,Houston,Samsung,Yes,1
RP000300,DV73618,Laptop,Dell,Aspire,SN-tKzZ-83440,Patrick Davis,Anna Rogers,2025-12-29,Power,WiFi Card,Note most interview.,Cleaning,Keyboard,0.97,215.54,Pass,Billy Colon,Yes,Completed,Phoenix,Samsung,No,1
RP000301,DV57307,Workstation,Lenovo,ZenBook,SN-mAzq-84685,Jody Hines,Albert Warner,2024-12-19,Hardware,Cooling Fan,Officer defense while score.,BIOS Update,RAM Module,7.48,675.84,Pass,Timothy Patel,Yes,Cancelled,Dallas,Samsung,Yes,5
RP000302,DV60506,Desktop,Acer,ZenBook,SN-mxDj-96908,Paul Cannon,Jennifer Dalton,2025-12-31,Software,Cooling Fan,Plant suffer environment.,Firmware Update,Battery,5.81,468.61,Pass,Christopher Mcdaniel,No,Cancelled,Phoenix,Dell Parts,No,1
RP000303,DV31864,Workstation,Acer,EliteBook,SN-mbpZ-36312,Julie Castro,Matthew Johnson,2026-01-10,Software,Power Supply,Evening ahead smile everyone.,Cleaning,WiFi Card,9.37,726.86,Fail,Maria Williams,No,Pending,Phoenix,Dell Parts,No,5
RP000304,DV41551,Desktop,Apple,Aspire,SN-MteA-70015,Megan Blackwell,Ryan Cameron,2024-12-14,Network,Keyboard,Born same usually miss.,OS Reinstallation,WiFi Card,9.62,50.15,Pass,Tiffany Huynh,No,Cancelled,Dallas,Seagate,Yes,3
RP000305,DV10860,Desktop,Hp,EliteBook,SN-hXZu-47139,Kevin Price,Cynthia Henderson,2025-09-09,Hardware,Screen,Blood degree ever.,Cleaning,Battery,1.4,395.28,Pass,Scott Brown,Yes,Pending,Austin,Seagate,Yes,2
